normalized_title,representative_title,match_status,match_confidence,failure_reason,candidate_1_title,candidate_1_url,candidate_2_title,candidate_2_url,candidate_3_title,candidate_3_url
maple story,Maple Story,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Maple+Story&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Maple Story,,,,,,
mapzeit,Mapzeit,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Mapzeit&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Mapzeit,,,,,,
marble insanity,Marble Insanity,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Marble+Insanity&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Marble Insanity,,,,,,
marble jongg,Marble Jongg,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Marble+Jongg&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Marble Jongg,,,,,,
marble sheep,Marble Sheep,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Marble+Sheep&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Marble Sheep,,,,,,
marine park empire,Marine Park Empire,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Marine+Park+Empire&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Marine Park Empire,,,,,,
mario power tennis,Mario Power Tennis,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Mario+Power+Tennis&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Mario Power Tennis,,,,,,
marvel ultimate alliance,Marvel Ultimate Alliance,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Marvel+Ultimate+Alliance&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Marvel Ultimate Alliance,,,,,,
mashed,Mashed,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Mashed&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Mashed,,,,,,
maximale anzahl der npcs,Maximale Anzahl der NPCs,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Maximale+Anzahl+der+NPCs&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Maximale Anzahl der NPCs,,,,,,
mc afee avert stinger,Mc Afee Avert Stinger,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Mc+Afee+Avert+Stinger&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Mc Afee Avert Stinger,,,,,,
mc afee rootkit detective,Mc Afee Rootkit Detective,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Mc+Afee+Rootkit+Detective&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Mc Afee Rootkit Detective,,,,,,
mdk,MDK,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=MDK&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=MDK,,,,,,
medalof honor airbornev13,Medalof Honor Airbornev13,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Medalof+Honor+Airbornev13&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Medalof Honor Airbornev13,,,,,,
medicalat,Medicalat,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Medicalat&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Medicalat,,,,,,
medieval 2 total war kingdoms v 1,Medieval 2 Total War Kingdoms v 1,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Medieval+2+Total+War+Kingdoms+v+1&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Medieval 2 Total War Kingdoms v 1; Medieval 2 Total War Kingdoms,,,,,,
medieval 2 total war v 1,Medieval 2 Total War v 1,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Medieval+2+Total+War+v+1&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Medieval 2 Total War v 1; Medieval 2 Total War,,,,,,
medieval lords,Medieval Lords,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Medieval+Lords&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Medieval Lords,,,,,,
medieval total war,Medieval Total War,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Medieval+Total+War&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Medieval Total War,,,,,,
medieval total warv,Medieval Total Warv,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Medieval+Total+Warv&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Medieval Total Warv,,,,,,
medieval2 total war kingdomsv105,Medieval2 Total War Kingdomsv105,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Medieval2+Total+War+Kingdomsv105&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Medieval2 Total War Kingdomsv105,,,,,,
medieval2 total warv13,Medieval2 Total Warv13,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Medieval2+Total+Warv13&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Medieval2 Total Warv13,,,,,,
meine tierklinik in australien joey screenmate,Meine Tierklinik in Australien Joey Screenmate,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Meine+Tierklinik+in+Australien+Joey+Screenmate&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Meine Tierklinik in Australien Joey Screenmate,,,,,,
meine tierklinik l wenbaby,Meine Tierklinik Löwenbaby,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Meine+Tierklinik+L%C3%B6wenbaby&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Meine Tierklinik Löwenbaby,,,,,,
meine tierklinik lwenbaby,Meine Tierklinik Lwenbaby,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Meine+Tierklinik+Lwenbaby&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Meine Tierklinik Lwenbaby,,,,,,
meine tierklinikin australien joey screenmate,Meine Tierklinikin Australien Joey Screenmate,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Meine+Tierklinikin+Australien+Joey+Screenmate&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Meine Tierklinikin Australien Joey Screenmate,,,,,,
meine tierschule,Meine Tierschule,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Meine+Tierschule&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Meine Tierschule,,,,,,
meistertrainer,Meistertrainer,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Meistertrainer&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Meistertrainer,,,,,,
memento mori,Memento Mori,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Memento+Mori&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Memento Mori,,,,,,
mercedes clc dream test drive,Mercedes CLC Dream - Test Drive,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Mercedes+CLC+Dream+-+Test+Drive&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Mercedes CLC Dream - Test Drive; Mercedes CLC Dream Test Drive,,,,,,
metal gear solid 4,Metal Gear Solid 4,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Metal+Gear+Solid+4&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Metal Gear Solid 4,,,,,,
metal gear solid guns of the patriots,Metal Gear Solid Guns of the Patriots,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Metal+Gear+Solid+Guns+of+the+Patriots&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Metal Gear Solid Guns of the Patriots,,,,,,
metal gear solid gunsofthe patriots,Metal Gear Solid Gunsofthe Patriots,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Metal+Gear+Solid+Gunsofthe+Patriots&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Metal Gear Solid Gunsofthe Patriots,,,,,,
metin,Metin,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Metin&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Metin,,,,,,
metroid prime 2 echoes,Metroid Prime 2 Echoes,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Metroid+Prime+2+Echoes&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Metroid Prime 2 Echoes,,,,,,
michael schumacher world tour kart,Michael Schumacher World Tour Kart,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Michael+Schumacher+World+Tour+Kart&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Michael Schumacher World Tour Kart,,,,,,
micro machines v,Micro Machines V,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Micro+Machines+V&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Micro Machines V,,,,,,
microsoft combat flight simulator,Microsoft Combat Flight Simulator,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Microsoft+Combat+Flight+Simulator&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Microsoft Combat Flight Simulator,,,,,,
microsoft flight simulator x,Microsoft Flight Simulator X,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Microsoft+Flight+Simulator+X&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Microsoft Flight Simulator X,,,,,,
microsoft flight simulator x deutsch,Microsoft Flight Simulator X Deutsch,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Microsoft+Flight+Simulator+X+Deutsch&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Microsoft Flight Simulator X Deutsch,,,,,,
microsoft flight simulator xdeutsch,Microsoft Flight Simulator XDeutsch,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Microsoft+Flight+Simulator+XDeutsch&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Microsoft Flight Simulator XDeutsch,,,,,,
microsoft flight simulator98,Microsoft Flight Simulator 98,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Microsoft+Flight+Simulator+98&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Microsoft Flight Simulator 98,,,,,,
midnight club 3,Midnight Club 3,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Midnight+Club+3&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Midnight Club 3,,,,,,
midnight club 3 dub,Midnight Club 3 Dub Edition,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Midnight+Club+3+Dub+Edition&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Midnight Club 3 Dub Edition,,,,,,
midnight nowhere,Midnight Nowhere,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Midnight+Nowhere&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Midnight Nowhere,,,,,,
mighty jack hammer,Mighty Jack Hammer,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Mighty+Jack+Hammer&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Mighty Jack Hammer,,,,,,
mini golf shot,Mini Golf Shot,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Mini+Golf+Shot&language=de&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Mini Golf Shot,,,,,,
minigolf one shot,Minigolf One Shot,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Minigolf+One+Shot&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=Minigolf One Shot,,,,,,
minus details,minus Details,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=minus+Details&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=minus Details,,,,,,
minus gewehre,minus GEWEHRE,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=minus+GEWEHRE&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=minus GEWEHRE,,,,,,
minus kampf,minus KAMPF,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=minus+KAMPF&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=minus KAMPF,,,,,,
minus kraft,minus KRAFT,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=minus+KRAFT&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=minus KRAFT,,,,,,
minus machinenpistolen,minus MACHINENPISTOLEN,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=minus+MACHINENPISTOLEN&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=minus MACHINENPISTOLEN,,,,,,
minus nahkampf,minus NAHKAMPF,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=minus+NAHKAMPF&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=minus NAHKAMPF,,,,,,
minus pistolen,minus PISTOLEN,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=minus+PISTOLEN&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=minus PISTOLEN,,,,,,
minus schottflinten,minus SCHOTTFLINTEN,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=minus+SCHOTTFLINTEN&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=minus SCHOTTFLINTEN,,,,,,
minus schwierigkeitsgrad,minus Schwierigkeitsgrad,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=minus+Schwierigkeitsgrad&language=de&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests | search_variants=minus Schwierigkeitsgrad,,,,,,
