normalized_title,representative_title,first_seen_issue,issue_count,occurrence_count,best_confidence,source_kinds,game_id,first_seen_year,last_seen_issue,last_seen_year,alias_count,alias_titles,legacy_normalized_titles,observed_content_kinds,observed_content_forms,content_class,cleanup_flags,merge_confidence,match_status,match_confidence,canonical_title,canonical_slug,entity_type,release_year,wikipedia_url,wikidata_id,wikidata_url,categories,genres,themes,rating_value,rating_scale,rating_count,rating_source,rating_url,metadata_sources,match_action,match_notes,data_quality_score
kinder des nils,Kinder des Nils,CBS052005DVD,1,1,high,disc-metadata-value,kinderdesnils,2005,CBS052005DVD,2005,1,Kinder des Nils v 1,kinder des nils v 1,unknown,game_title,game,stripped_version_suffix,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; demoted_weak_alias_match,55
kingdom elemental,Kingdom Elemental,CBS032009DVD,1,1,high,disc-metadata-value,kingdomelemental,2009,CBS032009DVD,2009,1,Kingdom Elemental,kingdom elemental,unknown,game_title,game,,high,matched,high,Kingdom Elemental,kingdom-elemental,game,2008,,Q104043804,https://www.wikidata.org/wiki/Q104043804,other,,,,,,,,wikidata,retained_best_alias_match,canonical_title_backfilled_from_local_title; raw_qid_title_backfill_candidate; wikidata_only_match,87
king of the road,King of the Road,CBS122005DVD,1,1,high,disc-metadata-value,kingoftheroad,2005,CBS122005DVD,2005,1,King of the Road,king of the road,unknown,game_title,game,,high,ambiguous,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikimedia entities; demoted_weak_alias_match,60
king s bounty the legend,King's Bounty: The Legend,CBS022009DVD,1,1,high,disc-metadata-value,kingsbountythelegend,2009,CBS022009DVD,2009,1,King's Bounty - The Legend,king s bounty the legend,unknown,game_title,game,display_title_backfilled_from_canonical,high,matched,high,King's Bounty: The Legend,king-s-bounty-the-legend,game,2008,https://en.wikipedia.org/wiki/King%27s_Bounty%3A_The_Legend,Q2442910,https://www.wikidata.org/wiki/Q2442910,rpg; strategy,role-playing video game; tactical role-playing game; turn-based strategy video game,,92/100,,,Kritikanstvo,https://www.wikidata.org/wiki/Q117190337,wikidata,retained_best_alias_match,,95
king s quest 7,King's Quest 7,CBS062000,1,1,high,vollversion-fullversion,kingsquest7,2000,CBS062000,2000,1,King's Quest 7,king s quest 7,full_version,full_version_game,game,,high,matched,high,King's Quest VII,king-s-quest-vii,game,1994,https://en.wikipedia.org/wiki/King%27s_Quest_VII,Q574590,https://www.wikidata.org/wiki/Q574590,adventure,adventure video game,,,,,,,wikidata,retained_best_alias_match,,92
kino mogul,Kino Mogul,CBS032007DVD,1,1,high,disc-metadata-value,kinomogul,2007,CBS032007DVD,2007,1,Kino Mogul,kino mogul,unknown,game_title,game,,high,matched,high,Kino Mogul,kino-mogul,game,2007,,Q110817089,https://www.wikidata.org/wiki/Q110817089,strategy,real-time strategy,,,,,,,wikidata,retained_best_alias_match,canonical_title_backfilled_from_local_title; raw_qid_title_backfill_candidate; wikidata_only_match,87
knigeder wellen,Knigeder Wellen,CBS102007DVD,1,1,high,disc-metadata-value,knigederwellen,2007,CBS102007DVD,2007,1,Knigeder Wellen,knigeder wellen,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; demoted_weak_alias_match,55
knight,Knight,CBS122006DVD,2,2,high,disc-metadata-value,knight,2006,CBS082007DVDBonus,2007,1,Knight,knight,unknown,game_title,game,,high,ambiguous,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikimedia entities; demoted_weak_alias_match,60
knight rider the game,Knight Rider The Game,CBS052006DVD,2,2,high,disc-metadata-value,knightriderthegame,2006,CBS122006DVD,2006,1,Knight Rider The Game,knight rider the,unknown,game_title,game,,high,ambiguous,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikipedia search results; demoted_weak_alias_match,60
knight shift,Knight shift,CBS082005DVD,1,2,high,disc-manifest-path; disc-metadata-value,knightshift,2005,CBS082005DVD,2005,1,Knight Shift,knight shift,unknown,game_title,game,display_title_backfilled_from_canonical,high,matched,high,Knight shift,knight-shift,unknown,,https://en.wikipedia.org/wiki/Knight_shift,Q4411781,https://www.wikidata.org/wiki/Q4411781,,,,,,,,,wikidata,retained_best_alias_match,,85
knights of honor,Knights of Honor,CBS122004DVD,3,3,high,disc-metadata-value,knightsofhonor,2004,CBS042007DVD,2007,2,Knights of Honor; Knightsof Honorv,knights of honor; knightsof honorv,unknown,game_title,game,stripped_version_suffix,medium,matched,high,Knights of Honor (video game),knights-of-honor-video-game,game,2005,https://en.wikipedia.org/wiki/Knights_of_Honor_%28video_game%29,Q258530,https://www.wikidata.org/wiki/Q258530,strategy,real-time strategy,,,,,,,wikidata,retained_best_alias_match,release_after_first_issue_possible_preview,87
knights of the old republic 2,Knights of the Old Republic 2,CBS052005DVD,1,1,high,disc-metadata-value,knightsoftheoldrepublic2,2005,CBS052005DVD,2005,1,Knights of the Old Republic 2,knights of the old republic 2,unknown,game_title,game,,high,matched,high,Star Wars Knights of the Old Republic II: The Sith Lords,star-wars-knights-of-the-old-republic-ii-the-sith-lords,game,2004,https://en.wikipedia.org/wiki/Star_Wars_Knights_of_the_Old_Republic_II%3A_The_Sith_Lords,Q74669,https://www.wikidata.org/wiki/Q74669,rpg,role-playing video game; space opera video game,,,,,,,wikidata,retained_best_alias_match,,92
knights of the temple,Knights of the Temple,CBS062006DVD,1,1,high,disc-metadata-value,knightsofthetemple,2006,CBS062006DVD,2006,1,Knightsofthe Temple,knightsofthe temple,unknown,game_title,game,split_compound_token,medium,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; demoted_weak_alias_match,46
know how,Know How,CBS072010DVD,1,1,high,disc-manifest-path; disc-metadata-command; disc-metadata-value,knowhow,2010,CBS072010DVD,2010,1,Know How,know how,unknown,game_title,game,,high,ambiguous,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikimedia entities; demoted_weak_alias_match,60
kochmeister pfanne 2 xs,Kochmeister Pfanne 2 XS,CBS012005DVD,1,1,high,disc-metadata-value,kochmeisterpfanne2xs,2005,CBS012005DVD,2005,1,Kochmeister Pfanne 2 XS,kochmeister pfanne 2 xs,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; demoted_weak_alias_match,55
