normalized_title,representative_title,first_seen_issue,issue_count,occurrence_count,best_confidence,source_kinds
treasure island,Treasure Island,CBS052008DVDGold,1,1,high,disc-metadata-value
treasure island v 1,Treasure Island v 1,CBS102008DVD,1,1,high,disc-metadata-value
treasure islandv1002,Treasure Islandv1002,CBS102008DVD,1,1,high,disc-metadata-value
tribal trouble,Tribal Trouble,CBS022006DVD,1,1,high,disc-metadata-value
tribes vengeance,Tribes Vengeance,CBS122004DVD,2,2,high,disc-metadata-value
tribunal,Tribunal,CBS092008DVDGold,1,1,high,"disc-manifest-path,disc-metadata-value"
tube twist,Tube Twist,CBS052006DVD,1,1,high,disc-metadata-value
turbo strau,Turbo Strauß,CBS022005DVD,1,1,high,disc-metadata-value
turok 2,Turok 2,CBS042003,1,1,high,vollversion-fullversion
tweak vi,Tweak VI,CBS032008DVD,1,1,high,disc-metadata-value
tycoon 1,Game Tycoon 1,CBS082005DVD,1,1,high,disc-metadata-value
tycoon city new york,Tycoon City New York,CBS042006DVD,1,1,high,disc-metadata-value
tycoon city new yorkv,Tycoon City New Yorkv,CBS062006DVD,1,1,high,disc-metadata-value
uefa championsleague,UEFA Championsleague,CBS052005DVD,1,1,high,disc-metadata-value
uefaeuro,UEFAEuro,CBS062008DVDGold,1,1,high,disc-metadata-value
ufo aftershock,UFO Aftershock,CBS032006DVD,1,1,high,disc-metadata-value
uli stein 3d mahjongg,Uli Stein 3 D Mahjongg,CBS072005DVD,1,1,high,disc-metadata-value
uli stein steinschlag,Uli Stein Steinschlag,CBS062005DVD,1,1,high,disc-metadata-value
undercover operation wintersonne,Undercover Operation Wintersonne,CBS122006DVD,1,1,high,disc-metadata-value
undercover operation wstensonne,Undercover Operation Wstensonne,CBS072006DVD,1,1,high,disc-metadata-value
universeat war angriffsziel erde,Universeat War Angriffsziel Erde,CBS022008DVDGold,1,1,high,disc-metadata-value
unreal tourn2004v,Unreal Tourn 2004 v,CBS062005DVD,1,1,high,disc-metadata-value
unreal tournament 3v 1,Unreal Tournament 3 v 1,CBS052008DVD,1,1,high,disc-metadata-value
unreal tournament2004,Unreal Tournament 2004,CBS122004DVD,1,1,high,disc-metadata-value
unreal tournament3v12,Unreal Tournament3v12,CBS052008DVD,1,1,high,disc-metadata-value
uprising 2,Uprising 2,CBS112000,1,1,high,vollversion-fullversion
urlaubsraser,Urlaubsraser,CBS052003,1,1,high,vollversion-fullversion
usa racer,USA Racer,CBS102003,1,1,high,vollversion-fullversion
valitse asennuskieli,Valitse asennuskieli,CBS052010DVDGold,1,1,high,disc-metadata-value
vampirjagd,Vampirjagd,CBS092000,2,2,high,vollversion-fullversion
velaya geschichte einer kriegerin 1,Velaya - Geschichte einer Kriegerin 1,CBS112008DVD,1,1,high,disc-metadata-value
verliebt in berlin,Verliebt in Berlin,CBS022006DVD,1,1,high,disc-metadata-value
videotippszu anno,Videotippszu Anno,CBS102006DVDGOLD,1,1,high,disc-metadata-value
virtual skipper,Virtual Skipper,CBS052006DVD,1,1,high,disc-metadata-value
vista boot pro 3 3,Vista Boot PRO 3 3,CBS032008DVD,1,1,high,disc-metadata-value
vista boot pro330,Vista Boot PRO330,CBS032008DVD,1,1,high,disc-metadata-value
vista tuning,Vista Tuning,CBS042008DVD,1,1,high,disc-metadata-value
vivisector,Vivisector,CBS012006DVD,1,1,high,disc-metadata-value
vogelpiraten,Vogelpiraten,CBS022009DVD,1,1,high,disc-metadata-value
vyberte jazyk,Vyberte jazyk,CBS052010DVDGold,1,1,high,disc-metadata-value
vyrox,Vyrox,CBS032005DVD,1,1,high,disc-metadata-value
waldmeister sause edelwei,Waldmeister Sause Edelweiß,CBS012005DVD,1,1,high,disc-metadata-value
wall eder letzterumtdie erdeauf,Wall EDer Letzterumtdie Erdeauf,CBS062008DVD,2,2,high,disc-metadata-value
wallace gromit,Wallace Gromit,CBS012006DVD,1,1,high,disc-metadata-value
war front,War Front,CBS122005DVD,1,1,high,disc-metadata-value
war front turning point,War Front Turning Point,CBS082006DVD,2,2,high,disc-metadata-value
war leaders clashof nationsv101,War Leaders Clashof Nationsv101,CBS062008DVD,1,1,high,disc-metadata-value
war world tactical combat,War World Tactical Combat,CBS052006DVD,1,1,high,disc-metadata-value
warcraft the frozen throne v 1,Warcraft The Frozen Throne v 1,CBS052008DVD,1,1,high,disc-metadata-value
warcraft the frozen thronev121b,Warcraft The Frozen Thronev121b,CBS052008DVD,1,1,high,disc-metadata-value
warcraft3 reignof chaosv121b,Warcraft3 Reignof Chaosv121b,CBS052008DVD,1,1,high,disc-metadata-value
warhammer 40000,Warhammer 40000,CBS012005DVD,1,1,high,disc-metadata-value
warhammer dawnof war dark crusade,Warhammer Dawnof War Dark Crusade,CBS092006DVD,2,2,high,disc-metadata-value
warhammer dawnof war soulstorm,Warhammer Dawnof War Soulstorm,CBS042008DVDGold,1,1,high,disc-metadata-value
warhammer markof chaos,Warhammer Markof Chaos,CBS092006DVD,1,1,high,disc-metadata-value
warhammer online ageof reckoning,Warhammer Online Ageof Reckoning,CBS102006DVD,1,1,high,disc-metadata-value
warhammer winter assault,Warhammer Winter Assault,CBS012006DVD,1,1,high,disc-metadata-value
warhammer40000 dawnof war2,Warhammer40000 Dawnof War2,CBS072009DVDGold,1,1,high,disc-metadata-value
waron terror lsungsbuch,Waron Terror Lsungsbuch,CBS022008DVDGold,1,1,high,disc-metadata-value
wchterder nacht,Wchterder Nacht,CBS072006DVD,2,2,high,disc-metadata-value
weapon jammed,weapon jammed,CBS012005DVD,1,1,high,disc-metadata-value
weapon name,weapon name,CBS012005DVD,1,1,high,disc-metadata-value
weapon status digit,weapon status digit,CBS012005DVD,1,1,high,disc-metadata-value
weapon unuseable,weapon unuseable,CBS012005DVD,1,1,high,disc-metadata-value
webdesmart surfer,WEBDESmart Surfer,CBS102006DVD,8,8,high,disc-metadata-value
werbung,Werbung,CBS072005DVD,12,12,high,disc-metadata-value
werner flitzkacke alarm,Werner Flitzkacke Alarm,CBS082006DVD,1,1,high,disc-metadata-value
wespenjagd 2,Wespenjagd 2,CBS092001,1,1,high,vollversion-fullversion
wettendass das dvdspiel,Wettendass Das DVDSpiel,CBS012007DVDGOLD,1,1,high,disc-metadata-value
wickie ylvi ist entf hrt,Wickie Ylvi ist entführt,CBS012009DVDSonder,1,1,high,disc-metadata-value
wikingerhelden,Wikingerhelden,CBS112009DVDGold,1,1,high,disc-metadata-value
wild life park 2,Wild Life Park 2,CBS022009DVD,1,1,high,disc-metadata-value
wildlife park,Wildlife Park,CBS012006DVD,3,3,high,disc-metadata-value
win expert,Win Expert,CBS042008DVD,1,1,high,disc-metadata-value
windchaser,Windchaser,CBS062008DVD,1,1,high,disc-metadata-value
wings of wars,Wings of Wars,CBS122004DVD,1,1,high,disc-metadata-value
winpatrol2007,Winpatrol2007,CBS052008DVD,1,1,high,disc-metadata-value
winterschlachtinden ardennen,Winterschlachtinden Ardennen,CBS092006DVD,1,1,high,disc-metadata-value
world challenge,World Challenge,CBS082005DVD,1,1,high,disc-metadata-value
world champion billard featuring gustavo zito,World Champion Billard Featuring Gustavo Zito,CBS052006DVD,1,1,high,disc-metadata-value
world conflict,World Conflict,CBS052006DVD,1,1,high,disc-metadata-value
world of warcraft,World of Warcraft,CBS112004DVD,3,3,high,disc-metadata-value
world poker championship 2 final table showdown,World Poker Championship 2 Final Table Showdown,CBS062008DVD,1,1,high,disc-metadata-value
world poker championship2 final table showdown,World Poker Championship2 Final Table Showdown,CBS062008DVD,1,1,high,disc-metadata-value
world racing,World Racing,CBS062005DVD,1,1,high,"disc-manifest-path,disc-metadata-value"
world racing 2,World Racing 2,CBS042005DVD,3,3,high,disc-metadata-value
world war 2 pacific heroes,World War 2 Pacific Heroes,CBS072006DVD,1,1,high,disc-metadata-value
world war pacific heroes,World War Pacific Heroes,CBS072006DVD,1,1,high,disc-metadata-value
worldin conflict,Worldin Conflict,CBS012007DVD,1,1,high,disc-metadata-value
worldin conflict mod kit,Worldin Conflict Mod Kit,CBS042008DVD,1,1,high,disc-metadata-value
worldin conflictv1006,Worldin Conflictv1006,CBS052008DVD,1,1,high,disc-metadata-value
worldin conflictv1009,Worldin Conflictv1009,CBS102008DVD,1,1,high,disc-metadata-value
worldof qin collectors,Worldof Qin Collectors Edition,CBS102006DVDGOLD,1,1,high,disc-metadata-value
worldof warcraftv,Worldof Warcraftv,CBS092006DVD,2,2,high,disc-metadata-value
worms 4 mayhem,Worms 4 Mayhem,CBS092005DVD,1,1,high,disc-metadata-value
worms forts unter belager,Worms Forts Unter Belager,CBS042005DVD,1,1,high,disc-metadata-value
wuchtel mit der zauberfuchtel,Wuchtel mit der Zauberfuchtel,CBS102005DVD,1,1,high,disc-metadata-value
x beyond the frontier,X Beyond the frontier,CBS102001,1,1,high,vollversion-fullversion
x blades,X Blades,CBS072009DVD,1,1,high,disc-metadata-value
x mas hockey,X Mas Hockey,CBS012005DVD,1,1,high,disc-metadata-value
x men legends 2,X Men Legends 2,CBS032006DVD,1,1,high,disc-metadata-value
x2 die bedrohung,X2 Die Bedrohung,CBS042006DVD,1,1,high,disc-metadata-value
x2 die rueckkehr,X2 Die Rueckkehr,CBS012005DVD,1,1,high,disc-metadata-value
x3 reunion,X3 Reunion,CBS092005DVD,2,2,high,disc-metadata-value
x3 reunion v 1 2 01,X3 Reunion v 1 2 01,CBS022006DVD,1,1,high,disc-metadata-value
xfire,Xfire,CBS102006DVD,2,2,high,disc-metadata-value
xmen the official,XMen The Official Game,CBS092006DVD,1,1,high,disc-metadata-value
xpand rally,Xpand Rally,CBS122004DVD,1,1,high,disc-metadata-value
xreunion,XReunion,CBS052006DVD,2,2,high,disc-metadata-value
xreunionv,XReunionv,CBS062006DVD,3,3,high,disc-metadata-value
xski alpin2005,XSki Alpin2005,CBS032005DVD,1,1,high,disc-metadata-value
yahoo messenger,Yahoo Messenger,CBS092008DVD,1,1,high,disc-metadata-value
yapala guatemala,"Yapala, Guatemala",CBS012005DVD,1,1,high,disc-metadata-value
yeti sports classic,Yeti Sports Classic,CBS122005DVD,1,1,high,disc-metadata-value
yeti sports deluxe,Yeti Sports Deluxe,CBS122005DVD,1,1,high,disc-metadata-value
z dbackup,Z DBackup,CBS012009DVD,1,1,high,disc-metadata-value
z ziemi,z ziemi,CBS012005DVD,1,1,high,disc-metadata-value
zeus herrscher des olymp,Zeus Herrscher des Olymp,CBS122003 (CD1),2,2,high,vollversion-fullversion
zoo empire,Zoo Empire,CBS112004DVD,2,2,high,disc-metadata-value
zoo empire cbsversionv,Zoo Empire CBSVersionv,CBS112006DVD,1,1,high,disc-metadata-value
zoo empire tier memory,Zoo Empire Tier Memory,CBS122004DVD,1,1,high,disc-metadata-value
zoo empirev,Zoo Empirev,CBS052006DVD,1,1,high,disc-metadata-value
zoo tycoon 2,Zoo Tycoon 2,CBS032005DVD,1,1,high,disc-metadata-value
zoo tycoon 2 en species,Zoo Tycoon 2 En Species,CBS022006DVD,1,1,high,disc-metadata-value
zoo tycoon 2 v20 11 00,Zoo Tycoon 2 v 20 11 00,CBS042005DVD,1,1,high,disc-metadata-value
zosso bowling,Zosso Bowling,CBS072001,1,1,high,vollversion-fullversion
zweistein,Zweistein,CBS102008DVD,1,1,high,disc-metadata-value
zwlfzehn,Zwlfzehn,CBS082006DVD,1,1,high,disc-metadata-value
